u,g,r,i,z,ra,dec,flags_r
22.8423,22.28189,21.69847,21.90016,21.92938,180.119934261813,-0.109726430175092,4503874773712896
22.23224,21.56161,20.86092,20.73145,21.05276,180.119730491787,-0.0332292800949214,4503874773745664
22.34972,21.96695,21.29328,21.18934,21.27717,180.122665679347,-0.0365794731967595,4503874782134272
23.00956,23.27706,22.15697,20.93828,20.26843,180.906644957744,-0.42212609497332,4503874773712896
23.15221,24.47171,23.21066,21.93163,21.22419,180.769871978533,-0.423095130165573,4503874983428681
22.4436,21.87649,21.20003,21.19208,20.70788,180.770698227726,-0.421191507006817,4503874773745664
25.69191,23.13358,21.96756,21.04275,20.56297,180.768377225305,-0.463161849164002,4503874773712896
24.52149,25.57277,22.40717,21.91349,22.61968,180.76821745739,-0.493435198269116,2355382880261111832
23.8281,24.76084,22.28096,21.5335,22.04697,180.770540998889,-0.472778607335088,2312598683809513744
24.07983,23.01244,21.30237,20.71544,20.36577,180.643131557661,-0.464257848168884,4503874773712896
22.68253,22.62295,21.85977,21.21026,20.9436,180.642533251546,-0.477281417069802,4503874773712896
24.79331,22.84772,21.6216,20.9406,21.4658,180.64352706671,-0.489969898812845,4503599929393168
23.45205,23.46434,21.8579,21.15742,20.47704,180.505734794813,-0.473173545672998,4503874773712896
23.94025,23.82307,22.52054,22.43083,22.42846,180.504003458911,-0.446929390349393,4503874983428424
22.30448,21.50572,20.47254,19.98289,19.64243,180.506655392462,-0.423540680884566,6755674587430928
24.19787,22.38039,21.34026,20.96664,20.49422,180.504705235266,-0.422151234438293,6755674587398160
24.19871,23.43576,21.9041,21.73588,21.56375,180.363739885518,-0.471098978871937,4503874773745664
23.75914,22.83449,21.7589,21.81326,21.99306,180.366356532435,-0.453086474619536,4503874773712896
22.429,22.01842,20.86163,20.75666,20.56334,180.363736743746,-0.439563587949993,6755674587566096
23.92716,22.25453,21.69663,21.51084,21.89625,180.258348569106,-0.468481804947851,4503874773712896
22.18568,20.75856,20.40699,20.27542,20.06003,180.257156457426,-0.421836367699957,4503874773745664
22.12651,20.25021,19.06515,18.58238,18.31132,180.257732464593,-0.479824040755455,6755674587430928
23.09741,21.5134,20.71982,20.38999,19.90683,180.120747931237,-0.488315153580652,4503874840855880
22.99203,22.67145,21.68242,21.44584,21.26924,180.768422510409,0.424913143409626,6755674587398160
22.27954,22.08327,21.20484,21.06969,20.71052,180.769958602418,0.464891529534764,4503874773712896
24.55717,22.93721,22.18388,21.46035,20.90113,180.76976825817,0.499174358209865,4503874773745664
22.2764,21.44871,20.75846,20.59789,20.34272,180.905556321862,0.467285099478155,6755674587430936
24.15243,24.24582,23.30684,23.66726,22.15216,180.906512906387,0.468035224909223,2319354083384754456
22.94596,22.6069,22.34245,21.88564,22.88018,180.90649867355,0.46145897169814,49539871190024448
23.03672,22.47054,21.85087,21.26982,21.18899,180.262137518753,-0.468403495311558,4503874782134272
23.24546,22.41179,21.56161,21.35995,21.01589,180.261858865882,-0.499617264403171,49539871047417856
24.53909,22.79427,22.10472,21.95889,22.94219,180.111955943561,-0.487112213418409,2310346883987406864
22.01479,21.31515,20.9372,20.96099,20.60583,180.110440192244,-0.48732241732753,6755674587398160
24.02743,22.82981,22.33383,21.66855,20.84933,180.111159588332,-0.426045274685617,2310346883995795728
25.52314,22.79239,22.09803,21.3252,20.7116,180.11228145597,0.424702715992626,4503874773712896
24.71735,24.68763,22.2481,21.8636,22.63835,180.111320201769,0.490511768482798,4574243551445009
24.31009,22.17956,21.56956,20.81352,20.15205,180.111689455053,0.488018778993424,4503874907963408
21.21375,19.91553,19.42254,19.11958,18.9865,180.259505688501,0.486458722154057,4503874773745664
21.42103,19.67655,18.66929,18.18457,17.89571,180.262134364836,0.476619939198988,6755674587566096
22.0666,21.2884,20.23344,19.88256,19.61972,180.260762280856,0.426704041724022,4503874773745664
22.86496,21.9539,21.45033,20.92637,20.81781,180.260954144241,0.453389354878204,4503874773745664
22.19646,20.87865,19.90341,19.41074,19.09442,180.261390521207,0.467584764120767,4503874773745664
22.25257,22.52032,22.14889,21.70517,21.46483,180.39560528184,0.424958071180165,4503874773714176
23.54297,22.71427,21.39975,21.20542,20.95245,180.396091551736,0.472009411560776,4503874773745664
22.9731,22.61543,21.38991,20.47212,20.03147,180.53010850119,0.458377377396605,6755674620952592
24.06329,24.69891,22.35325,21.29095,20.07606,180.528373324717,0.450581364549896,2357634680083185936
24.08256,22.39317,21.44666,21.29188,21.34332,180.529597691367,0.484706901057757,4503874773745664
22.61926,20.92066,19.57489,19.04982,18.70461,180.530602926915,0.422780578516275,4503874773745664
23.32832,23.66169,22.18544,21.27028,21.07182,180.527963938323,0.470992508313662,4503874773712896
22.74297,23.10176,21.88056,22.04112,20.99555,180.527922152146,0.439773280561099,4503874773712896
23.17604,23.11322,21.72684,20.92198,20.47822,180.528298201631,0.437860736026473,4503874782134272
25.15496,22.72294,21.9068,21.78507,20.70071,180.529976864077,0.439106894811474,4503874916319232
22.66417,21.44959,20.16738,19.67487,19.27574,180.667735258135,0.469826224297959,4503874773745664
23.43815,22.2276,21.16465,20.86611,20.45375,180.792043585572,0.42068568180476,4503874773745664
24.00912,22.25612,21.54006,21.14723,21.97581,180.793011836459,0.467070562473411,4503875377692744
23.13895,24.10086,21.21349,20.1456,19.6116,180.795211352496,0.455245872643682,6755674620952592
24.0262,23.50215,22.58704,21.40912,20.76895,180.795245547452,0.476791621610594,4503874773729280
23.69654,22.48167,22.39008,21.83909,21.42762,180.948782394247,0.428495267261175,4503874773712896
23.27863,22.31499,21.48613,21.03504,20.86391,180.949890752768,0.45242782849078,4503874773712896
25.47823,22.82663,22.27079,21.81893,21.59862,180.950159336092,0.470759808421943,4503874840821832
23.54887,23.10738,22.0012,21.69774,21.6324,180.951244777107,0.497377688336407,4503874916352000
26.19204,23.32217,21.45326,21.00145,20.22388,180.95173490565,0.467976033609783,4503874773745664
25.26663,22.43114,21.44588,21.60128,21.48348,180.951823889959,0.45163276458504,4503874782134528
23.95597,25.12483,22.69579,22.79944,22.99202,180.073379402897,-0.47613750316248,4503874807300120
24.49802,22.18464,20.26512,19.63283,19.19995,180.376869456062,-0.495692698171896,4503874773745680
23.42463,21.232,20.14484,19.74301,19.47091,180.074710747525,-0.0586947822964136,6755674587398160
23.11726,21.98663,20.60101,19.82306,19.61115,180.073144008584,-0.162367844191553,6755674587430936
23.26589,22.91973,22.74496,22.09697,21.59757,180.074510860858,-0.0223319929309859,4503874907930624
22.66152,21.7428,21.57645,21.15038,20.72345,180.515650204251,-0.0382864449043314,4503874773712896
22.06045,21.04128,20.33283,20.09764,20.16273,180.670472823274,-0.0394134379931117,4503874773712896
24.69232,22.7466,21.36437,20.36329,19.82026,180.669672352266,-0.178911104855185,6755674587430928
23.87892,22.91105,21.37391,21.14155,20.71568,180.788886807823,-0.0150143689537013,6755674587430936
24.24364,22.67274,20.70642,20.11085,19.99019,180.789600348264,-0.206786058255702,4503874773745664
24.75054,22.59881,21.07114,20.58733,20.19615,180.95314858157,-0.186281024981488,2310346883987439632
24.57967,24.66165,22.52723,22.17197,21.67815,180.952857415212,-0.157709781449693,4503874807267352
22.61679,22.07303,21.17147,20.86771,20.6141,180.953245546453,-0.120460037737083,4503874773745664
24.81329,23.29624,22.24255,21.08899,20.90251,180.955490916109,-0.185053015582753,4503874773712896
23.46211,22.00668,22.15693,21.95422,22.26517,180.072790727404,0.403121928920367,4503874807300112
24.46768,21.98341,20.92566,20.29427,19.88702,180.073397417091,0.291067530137089,4503874807300112
18.36116,17.13292,16.57346,16.32696,16.17229,180.073241476632,0.291685306507661,4503874773876752
21.63726,20.96226,20.31543,20.10339,20.05757,180.072515478952,0.359431586832837,4503874773712896
19.38721,17.48886,16.51007,16.0798,15.71995,180.374550557902,0.35133402314153,6755674587430928
18.32692,16.6465,15.82185,15.40139,15.06009,180.375913427651,0.408129145249099,6755674587430928
20.90708,19.51309,18.53078,18.05091,17.73171,180.374909032225,0.247811269745518,4503874773745664
23.90377,22.6936,22.01001,21.6069,21.60185,180.516466029788,0.265830130301628,4503874975072328
24.88305,22.84357,21.86041,21.10268,20.48351,180.669399904464,0.264245933625178,6755674721648656
18.23926,16.83808,16.09584,15.69657,15.40769,180.791316291226,0.319245418718656,6755674587430928
24.37006,22.54793,20.86219,20.19052,19.78512,180.791143879273,0.272952393979539,2312598683801124888
23.96758,22.30933,20.7042,19.9361,19.54263,180.791561416505,0.328607218748859,6755674587398160
24.64198,22.51821,21.33572,20.81733,20.47695,180.79108399752,0.329245922365279,4503874807267344
23.82262,24.176,22.36495,21.96721,21.6979,180.78982296201,0.375633618392216,4503874773745664
20.16401,18.67153,17.76619,17.30317,16.97693,180.074794251523,-0.215871164232177,4503874773745664
22.98137,22.90865,21.97024,21.62157,20.63581,180.789136020391,-0.37390513860113,4503874782134272
23.98453,23.39415,21.79335,20.71206,20.56236,180.790911041851,-0.255484966410854,4503874849243464
24.97106,22.1562,20.50043,19.92733,19.44086,180.952632037867,-0.338562605368946,4503874773745680
23.36025,22.8182,22.18107,22.12677,22.76736,180.952440871267,-0.385278069386415,4503874773712896
22.01088,22.07905,21.02527,20.27962,20.18822,180.073904622112,0.15652020596845,2312598683809513488
22.25299,22.57178,21.89939,21.10391,20.89149,180.227915475267,0.189261611083362,4503874773712896
23.63989,22.16607,21.28639,21.17446,21.47989,180.375601938643,0.125904830431128,4503874807267344
25.02549,23.28718,21.83178,20.86319,20.20848,180.515150106754,0.049593957842819,4503874782134528
25.07043,23.24546,22.16009,22.18119,20.8352,180.669816002091,0.146128144729149,6755674763558928
24.40004,22.47915,21.40509,20.97044,20.47646,180.670360501414,0.179379237159051,4503874773712896
21.62173,21.09107,20.05324,19.73274,19.63254,180.7915565585,0.194619276268297,4503874773746944
25.15199,22.60407,21.07879,20.50074,20.21231,180.791662547398,0.120777884059499,4503874907964672
22.93669,25.10757,22.30309,21.30828,21.11276,180.952713783219,0.00459088501552551,49539871181635584
24.50237,22.86732,22.43443,22.36828,21.27273,180.790316847138,0.473453314685206,4503874782101504
24.46741,22.87823,21.85478,21.69683,21.44674,180.954569179766,0.4269015873237,4503874773712896
24.17831,21.35782,20.19436,19.70061,19.44538,180.95350474596,0.478061231576078,4503874773712896
24.57826,22.66964,21.58774,20.29343,19.56505,180.952326290882,0.483115294058788,4503874840821832
25.58025,23.89368,21.80833,20.92538,20.12181,180.791558261224,0.48110011936593,4503874773746944
24.2785,23.15465,22.19472,22.28325,21.28757,180.790362171955,0.478011460937414,49539871181668352
22.16839,22.65089,22.10519,21.78881,20.77068,180.790038435889,0.447725438633353,4503874916352000
22.59199,21.61694,20.52659,20.19591,19.82553,180.788373827107,0.496030951377134,4503874773745664
26.43205,25.86911,21.59498,21.00399,20.20989,180.516762558982,0.481058733857269,4503874773745664
24.99162,23.98888,22.01897,21.97775,20.73722,180.51626256262,0.485235827194046,4503874773712896
26.16026,23.28491,21.51898,21.15026,20.58361,180.515814625114,0.439607811877576,4503874916352000
26.01497,23.30971,21.99705,20.98217,20.47116,180.515573486247,0.427354695077999,4503874916352256
23.28417,22.60567,21.79507,21.36441,21.20705,180.517099619163,0.42169733400843,4503874840854600
24.48218,24.04873,21.98012,21.28562,20.51664,180.516552039433,0.435023918348768,2312598683809513496
21.97721,20.49814,19.95793,19.70055,19.57418,180.513831187248,0.424898626933865,4503874773745664
23.54876,24.02173,22.47964,23.02697,20.72945,180.517314181627,0.49991276632967,4503599937749272
23.14843,23.08699,21.81544,21.30876,21.0056,180.376819127444,0.429095857548215,4503875386081352
23.24421,23.84576,22.08907,21.17685,20.58889,180.376081577102,0.426624689685359,4503874773712896
21.96537,20.43908,19.81042,19.48309,19.53238,180.376831350874,0.468095862430332,4503874773745664
23.16124,22.99927,21.46874,20.75566,20.25231,180.375418480125,0.44415389597193,4503874773712896
